YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202003,146560,880723,3,2.12,"SSW","HOUSTON",35.0036,-92.7192,35216,9243152
202003,146560,880723,4,2.46,"SW","HOUSTON",35.0044,-92.7303,35264,9243818
202003,146561,880725,1,1.13,"SE","CORINTH",35.0592,-93.4149,353552,9324894
202003,146561,880725,2,1.79,"NNE","DANVILLE",35.0747,-93.3703,354482,9322218
202003,146561,880725,3,1.01,"NE","DANVILLE",35.0592,-93.3661,353552,9321966
202003,146561,880725,4,1.56,"W","DANVILLE",35.0465,-93.4072,352790,9324432
202003,146566,880782,1,.85,"SE","OLD FORGE",43.71,-74.97,4342600,7458200
202003,146566,880783,1,2.3,"SSW","EAGLE BAY",43.74,-74.84,4344400,7450400
202002,144530,870415,1,.74,"SW","BISHOP",34.6617,-88.1282,3439702,887692
202002,144530,870415,2,.9,"ESE","BISHOP",34.6648,-88.1055,3439888,886330
202002,144530,878133,1,.57,"W","KIMBROUGH XRDS",34.83,-87.76,3449800,8745600
202002,144530,878134,1,1.46,"ENE","CLOVERDALE",34.9343,-87.7448,3456058,8744688
202002,144530,878135,1,1.79,"NE","LOVELACE XRDS",34.89,-87.73,3453400,8743800
202002,144530,878136,1,.69,"S","SHEFFIELD",34.76,-87.7,3445600,8742000
202002,144530,878137,1,1.33,"WNW","KINGTOWN",34.93,-87.4,3455800,8724000
202002,144530,878138,1,.89,"NW","ARKDELL",34.98,-87.43,3458800,8725800
202002,144530,878139,1,0,"N","SHEFFIELD",34.77,-87.7,3446200,8742000
202002,144530,878140,1,.69,"S","CENTER STAR",34.86,-87.45,3451600,8727000
202002,144530,878141,1,1.44,"E","HUSTONTOWN",34.8336,-87.405,3450016,8724300
202002,144530,878142,1,0,"N","LEXINGTON",34.97,-87.37,3458200,8722200
202002,144530,878146,1,0,"N","SHEFFIELD",34.77,-87.7,3446200,8742000
202002,144530,878147,1,0,"N","SHEFFIELD",34.77,-87.7,3446200,8742000
202002,144530,878148,1,.57,"E","SHEFFIELD",34.77,-87.69,3446200,8741400
202002,144530,878149,1,.57,"W","SHEFFIELD",34.77,-87.71,3446200,8742600
202002,144530,878150,1,0,"N","SHEFFIELD",34.77,-87.7,3446200,8742000
202002,144530,878151,1,0,"N","SHEFFIELD",34.77,-87.7,3446200,8742000
202002,144530,878152,1,.89,"NW","MALONES",34.73,-88.11,3443800,886600
202002,144530,878153,1,0,"N","SHEFFIELD",34.77,-87.7,3446200,8742000
202002,144530,878154,1,.53,"W","SHEFFIELD",34.7685,-87.7093,3446110,8742558
202002,144530,878155,1,.69,"N","MAUD",34.66,-88.12,3439600,887200
202002,144530,878156,1,0,"N","MALONES",34.72,-88.1,3443200,886000
202002,144530,878157,1,1.46,"NNE","CHEROKEE",34.7701,-87.9622,3446206,8757732
202002,144530,878158,1,.12,"WNW","UPPER GREEN HILL",34.9807,-87.5019,3458842,8730114
202002,144530,878159,1,1.82,"NE","LOVELACE XRDS",34.8877,-87.7263,3453262,8743578
202002,144530,878160,1,1.32,"NNE","FLORENCE",34.8179,-87.6617,3449074,8739702
202002,144530,878161,1,.68,"NNW","MC GEE TOWN",34.8585,-87.7361,3451510,8744166
202002,144530,878162,1,.32,"ENE","NORTH FLORENCE",34.8315,-87.6747,3449890,8740482
202002,144530,878183,1,1.29,"NE","HOLLOWAY",34.8947,-87.516,3453682,8730960
202002,144530,878184,1,.56,"ENE","SULLIVAN XRDS",34.9028,-87.7908,3454168,8747448
202002,144530,878185,1,.22,"S","MARS HILL",34.8469,-87.6505,3450814,8739030
202002,144530,878186,1,1.56,"NW","KINGTOWN",34.9328,-87.4027,3455968,8724162
202002,144530,878187,1,2.23,"SSW","CENTER STAR",34.8423,-87.4702,3450538,8728212
202002,144530,878188,1,.78,"NW","ARKDELL",34.9787,-87.4289,3458722,8725734
202002,144530,879032,1,2.27,"W","JACKSONBURG",34.88,-87.71,3452800,8742600
202002,144530,879032,2,1.79,"W","JACKSONBURG",34.8773,-87.7015,3452638,8742090
202002,144530,879032,3,1.75,"NW","PETERSVILLE",34.8648,-87.705,3451888,8742300
202002,144530,879032,4,1.51,"NNE","MC GEE TOWN",34.871,-87.7227,3452260,8743362
202002,144530,879033,1,.83,"SE","PETERSVILLE",34.8414,-87.6699,3450484,8740194
202002,144530,879033,2,.7,"SSE","PETERSVILLE",34.8406,-87.6752,3450436,8740512
202002,144530,879033,3,.54,"NNE","NORTH FLORENCE",34.837,-87.6758,3450220,8740548
202002,144530,879033,4,.87,"NE","NORTH FLORENCE",34.8387,-87.6689,3450322,8740134
202002,144530,879034,1,.9,"NE","BELGREEN",34.48,-87.86,3428800,8751600
202002,144530,879034,2,.81,"NNW","BELGREEN",34.4799,-87.8776,3428794,8752656
202002,144530,879034,3,1.71,"W","BELGREEN",34.4694,-87.9,3428164,8754000
202002,144530,879034,4,.78,"WSW","BELGREEN",34.4654,-87.8825,3427924,8752950
202002,144530,879036,1,1.7,"W","FLETCHER CHAPEL",34.73,-86.7,3443800,8642000
202002,144530,879036,2,1.59,"W","FLETCHER CHAPEL",34.7257,-86.6975,3443542,8641850
202002,144530,879036,3,2.02,"W","FLETCHER CHAPEL",34.7254,-86.7052,3443524,8642312
202002,144530,879036,4,1.81,"W","FLETCHER CHAPEL",34.7311,-86.7018,3443866,8642108
202002,144530,879037,1,.88,"NNE","EMCO LISTERHILL JCT",34.7321,-87.5649,3443926,8733894
202002,144530,879037,2,.94,"NNE","EMCO LISTERHILL JCT",34.7323,-87.563,3443938,8733780
202002,144530,879037,3,.86,"NNE","EMCO LISTERHILL JCT",34.7309,-87.5627,3443854,8733762
202002,144530,879037,4,.81,"NNE","EMCO LISTERHILL JCT",34.7311,-87.5657,3443866,8733942
202002,144530,879039,1,2.27,"E","CHEROKEE",34.75,-87.93,3445000,8755800
202002,144530,879039,2,2.57,"E","CHEROKEE",34.7483,-87.9248,3444898,8755488
202002,144530,879039,3,2.58,"E","CHEROKEE",34.7431,-87.9254,3444586,8755524
202002,144530,879039,4,1.82,"E","CHEROKEE",34.7457,-87.9383,3444742,8756298
202002,144530,879040,1,.89,"NE","MALONES",34.73,-88.09,3443800,885400
202002,144530,879040,2,1.19,"NNE","MALONES",34.7364,-88.0934,3444184,885604
202002,144530,879040,3,1.52,"NNE","MALONES",34.739,-88.0863,3444340,885178
202002,144530,879040,4,1.41,"NE","MALONES",34.7342,-88.0821,3444052,884926
202002,144530,879043,1,.89,"SE","PETERSVILLE",34.84,-87.67,3450400,8740200
202002,144530,879043,2,.75,"SSE","PETERSVILLE",34.8401,-87.6748,3450406,8740488
202002,144530,879043,3,.69,"SSE","PETERSVILLE",34.8409,-87.6749,3450454,8740494
202002,144530,879043,4,.84,"SE","PETERSVILLE",34.8411,-87.6699,3450466,8740194
202002,144560,867887,4,.36,"WNW","STONEY FORK",36.8312,-83.5364,3649872,8332184
202002,144560,867888,1,.34,"SSE","BINGHAMTON",36.6258,-83.6968,3637548,8341808
202002,144560,867888,2,.38,"SSE","BINGHAMTON",36.6254,-83.6964,3637524,8341784
202002,144560,867888,3,.38,"SE","BINGHAMTON",36.6258,-83.6956,3637548,8341736
202002,144560,867888,4,.35,"SE","BINGHAMTON",36.6263,-83.6956,3637578,8341736
202002,144560,867889,1,.2,"NNE","CLEAR CREEK SPGS",36.7229,-83.7192,3643374,8343152
202002,144560,867889,2,.16,"NNE","CLEAR CREEK SPGS",36.7221,-83.7188,3643326,8343128
202002,144560,867889,3,.23,"NE","CLEAR CREEK SPGS",36.7226,-83.7174,3643356,8343044
202002,144560,867889,4,.25,"NNE","CLEAR CREEK SPGS",36.7231,-83.7175,3643386,8343050
202002,144560,867890,1,.89,"SE","BLANCHE",36.81,-83.64,3648600,8338400
202002,144560,867890,2,.88,"NW","ARJAY",36.8101,-83.6397,3648606,8338382
202002,144560,867890,3,.87,"NW","ARJAY",36.81,-83.6397,3648600,8338382
202002,144560,867890,4,.87,"NW","ARJAY",36.8099,-83.6399,3648594,8338394
202002,144560,867891,1,.58,"NW","MIRACLE",36.7562,-83.587,3645372,8335220
202002,144560,867891,2,.75,"NW","MIRACLE",36.7573,-83.59,3645438,8335400
202002,144560,867891,3,.77,"WNW","PONZA",36.7224,-83.6436,3643344,8338616
202002,144560,867891,4,.7,"W","PONZA",36.7211,-83.6425,3643266,8338550
202002,144560,867891,5,.5,"WNW","PONZA",36.7216,-83.6389,3643296,8338334
202002,144560,868058,1,.51,"SW","ONEIDA",37.2649,-83.6366,3715894,8338196
202002,144560,868058,2,.71,"SW","ONEIDA",37.2637,-83.6401,3715822,8338406
202002,144560,868058,3,1.14,"SW","HORSE CREEK",37.1397,-83.7662,378382,8345972
202002,144560,868058,4,.69,"NW","HECTOR",37.1565,-83.6595,379390,8339570
202002,144560,868059,1,.89,"SE","SAXTON",36.62,-84.11,3637200,846600
202002,144560,868059,2,1.49,"NNW","TEAGUE",36.75,-84.01,3645000,84600
202002,144560,868061,1,.69,"N","ELIMER",37.26,-82.57,3715600,8234200
202002,144560,868061,2,0,"N","ELK HORN CITY",37.3,-82.35,3718000,8221000
202002,144560,868062,1,.47,"ESE","HAZARD ARPT",37.2664,-83.1927,3715984,8311562
202002,144560,868062,2,.41,"SE","HAZARD ARPT",37.2666,-83.1939,3715996,8311634
202002,144560,868062,3,.68,"SE","HAZARD",37.2436,-83.1905,3714616,8311430
202002,144560,868062,4,.67,"SSE","LOTHAIR",37.2409,-83.1756,3714454,8310536
202002,144560,868064,1,.37,"NNE","VIPER",37.1848,-83.1468,3711088,838808
202002,144560,868064,2,.36,"NNE","VIPER",37.1845,-83.1467,3711070,838802
202002,144560,868064,3,.69,"NE","VIPER",37.1872,-83.1413,3711232,838478
202002,144630,870416,2,2.84,"NW","BOONSHILL",35.2487,-86.786,3514922,8647160
202002,144630,878111,1,.89,"NW","TAFT",35.03,-86.74,351800,8644400
202002,144693,868858,7,.67,"NE","HAILE",32.8356,-92.1406,3250136,928436
202002,144693,868859,1,3.77,"NNE","STONEWALL",32.3292,-93.7919,3219752,9347514
202002,145200,873133,1,.53,"W","ERWINNA VANSANT ARPT",40.48,-75.11,4028800,756600
202002,145200,873134,1,.53,"W","BYBERRY",40.12,-75.01,407200,75600
202002,145200,873135,1,.69,"S","CROYDEN",40.09,-74.9,405400,7454000
202002,145201,871874,1,.69,"N","FORTESCUE",39.24,-75.17,3914400,7510200
202002,145201,871875,1,.87,"NW","FORTESCUE",39.24,-75.18,3914400,7510800
202002,145201,871876,1,1.75,"NW","CAPE MAY NAS",38.95,-74.89,3857000,7453400
202002,145201,871877,1,0,"N","HARTFORD",39.98,-74.9,3958800,7454000
202002,145201,871878,1,0,"N","(TTN)TRENTON ARPT",40.28,-74.82,4016800,7449200
202002,145201,871879,1,3,"WSW","BEACH HAVEN HGTS",39.51,-74.32,3930600,7419200
202002,145201,871880,1,2.75,"WSW","BEACH HAVEN HGTS",39.52,-74.32,3931200,7419200
202002,145201,871881,1,3.61,"NNE","ATLANTIC HIGHLANDS",40.47,-74.01,4028200,74600
202002,145201,872671,1,2.23,"WNW","JEFFERSON",39.76,-75.26,3945600,7515600
202002,145201,872672,1,.53,"W","MILLVILLE",39.4,-75.04,3924000,752400
202002,145201,872673,1,1.27,"WNW","WILLOW GROVE",39.56,-75.1,3933600,756000
202002,145201,872674,1,1.43,"S","THOROFARE",39.8094,-75.177,3948564,7510620
202002,145201,872675,1,2.14,"SSW","ESTELLVILLE",39.37,-74.76,3922200,7445600
202002,145201,872677,1,.69,"N","BROOKLAWN",39.89,-75.12,3953400,757200
202002,145201,872678,1,0,"N","MAYS LNDG",39.45,-74.73,3927000,7443800
202002,145201,872679,1,1.27,"ENE","HAMMONTON",39.64,-74.8,3938400,7448000
202002,145201,872680,1,.69,"N","FISHING CREEK",39.03,-74.93,391800,7455800
202002,145201,872681,1,.54,"E","VILLAS",39.03,-74.94,391800,7456400
202002,145201,872682,1,.69,"S","GREEN CREEK",39.04,-74.92,392400,7455200
202002,145201,872683,1,1.04,"SSE","MARMORA",39.2557,-74.664,3915342,7439840
202002,145201,872684,1,.69,"S","HADDON HILLS",39.8901,-75.0477,3953406,752862
202002,145201,872685,1,.87,"NW","RAMBLEWOOD",39.96,-74.94,3957600,7456400
202002,145201,872686,1,1.58,"SSW","SERGEANTSVILLE",40.4286,-74.9407,4025716,7456442
202002,145201,872687,1,.87,"NW","MEDFORD",39.91,-74.83,3954600,7449800
202002,145201,872822,1,.62,"SW","LAMBERTVILLE",40.3631,-74.9377,4021786,7456262
202002,145201,872823,1,.87,"NW","RAMBLEWOOD",39.96,-74.94,3957600,7456400
202002,145201,872825,1,1.39,"S","GEORGETOWN",40.06,-74.6514,403600,7439084
202002,145201,872826,1,1.96,"WNW","COLUMBUS",40.0899,-74.7547,405394,7445282
202002,145201,872827,1,1.99,"SE","WOODSVILLE",40.3637,-74.7989,4021822,7447934
202002,145201,872828,1,.71,"SW","ALLERTON",40.6123,-74.8788,4036738,7452728
202002,145201,872829,1,1.07,"W","PORT REPUBLIC",39.52,-74.52,3931200,7431200
202002,145201,872830,1,1.26,"ENE","BORDENTOWN",40.16,-74.68,409600,7440800
202002,145201,872833,1,1.28,"ESE","GOSHEN",39.14,-74.85,398400,7451000
202002,145201,872834,1,1,"WSW","PRINCETON TOWNSHIP",40.3666,-74.6885,4021996,7441310
202002,145201,872835,1,2.63,"E","ROCKY HILL",40.38,-74.62,4022800,7437200
202002,145201,872836,1,.87,"SW","PLUCKEMIN",40.64,-74.64,4038400,7438400
202002,145201,872837,1,1.38,"N","WATCHUNG",40.65,-74.48,4039000,7428800
202002,145201,872838,1,1.74,"SW","CLYDE",40.46,-74.54,4027600,7432400
202002,145201,872839,1,.15,"NW","MANVILLE",40.5517,-74.6019,4033102,7436114
202002,145201,872840,1,2.35,"W","MIDDLESEX",40.5694,-74.5149,4034164,7430894
202002,145201,872841,1,1.38,"N","WATCHUNG",40.65,-74.48,4039000,7428800
202002,145201,872842,1,.97,"WSW","HOLMDEL",40.3423,-74.1953,4020538,7411718
202002,145201,872843,1,.87,"SW","LAKE COMO",40.16,-74.04,409600,742400
202002,145223,871967,1,0,"N","MILTON FREEWATER",45.93,-118.38,4555800,11822800
202002,145223,871967,2,0,"N","WESTON",45.82,-118.43,4549200,11825800
202002,145223,871967,3,0,"N","MISSION",45.67,-118.68,4540200,11840800
202002,145223,871967,4,0,"N","(PDT)PENDLETON ARPT",45.7,-118.83,4542000,11849800
202002,145223,871967,5,0,"N","STANFIELD",45.78,-119.22,4546800,11913200
202002,145223,871967,6,0,"N","HERMISTON",45.83,-119.28,4549800,11916800
202002,145223,871967,7,0,"N","UMATILLA",45.92,-119.33,4555200,11919800
202002,145223,871972,1,0,"N","PERRY",45.33,-118.17,4519800,11810200
202002,145223,871972,2,0,"N","ELGIN",45.57,-117.93,4534200,11755800
202002,145223,871972,3,0,"N","COVE",45.3,-117.82,4518000,11749200
202002,145223,871972,4,0,"N","LA GRANDE",45.33,-118.08,4519800,1184800
202002,145223,871973,1,0,"E","TROY",45.95,-117.45,4557000,11727000
202002,145223,871973,2,2,"E","TROY",45.95,-117.4084,4557000,11724504
202002,145223,871973,3,2,"ESE","TROY",45.9389,-117.4115,4556334,11724690
202002,145223,871973,4,2,"SSE","TROY",45.9233,-117.4341,4555398,11726046
202002,145223,871973,5,2,"SSW","TROY",45.9233,-117.4659,4555398,11727954
202002,145226,871995,1,0,"N","TOUCHET",46.03,-118.67,461800,11840200
202002,145226,871995,2,0,"N","WAITSBURG",46.27,-118.15,4616200,1189000
202002,145226,871995,3,0,"N","COPPEI",46.25,-118.13,4615000,1187800
202002,145226,871995,4,7,"E","WALLA WALLA",46.07,-118.174,464200,11810440
202002,145226,871995,5,7,"E","COLLEGE PLACE",46.05,-118.234,463000,11814040
202002,145226,871995,6,3,"S","WALLA WALLA",46.0266,-118.32,461596,11819200
202002,145226,871995,7,5,"SSW","WALLA WALLA",46.0031,-118.3599,46186,11821594
202002,145226,872000,1,5,"SW","DAYTON",46.2688,-118.0541,4616128,1183246
202002,145226,872000,2,5,"W","DAYTON",46.32,-118.0848,4619200,1185088
202002,145226,872000,3,5,"NW","DAYTON",46.3712,-118.0541,4622272,1183246
202002,145226,872000,4,5,"N","DAYTON",46.3924,-117.98,4623544,11758800
202002,145226,872000,5,5,"NE","DAYTON",46.3712,-117.9059,4622272,11754354
202002,145226,872000,6,5,"E","DAYTON",46.32,-117.8752,4619200,11752512
202002,145226,872000,7,5,"SE","DAYTON",46.2688,-117.9059,4616128,11754354
202002,145226,872000,8,5,"S","DAYTON",46.2476,-117.98,4614856,11758800
202002,145226,872001,1,0,"N","CLIFFDELL",46.93,-121.07,4655800,1214200
202002,145226,872001,2,2,"NNW","CLIFFDELL",46.9567,-121.0862,4657402,1215172
202002,145226,872001,3,2,"NNE","CLIFFDELL",46.9567,-121.0538,4657402,1213228
202002,145226,872001,4,2,"E","CLIFFDELL",46.93,-121.0276,4655800,1211656
202002,145226,872002,1,1,"SSE","NACHES",46.7166,-120.6919,4642996,12041514
202002,145226,872002,2,1,"ESE","NACHES",46.7245,-120.6805,4643470,12040830
202002,145226,872002,3,1,"ENE","NACHES",46.7355,-120.6805,4644130,12040830
202002,145226,872002,4,1,"WNW","NACHES",46.7355,-120.7195,4644130,12043170
202002,145226,872002,5,1,"WSW","NACHES",46.7245,-120.7195,4643470,12043170
202002,145226,872003,1,0,"N","PARKER",46.5,-120.47,4630000,12028200
202002,145226,872003,2,2,"SE","PARKER",46.4795,-120.4403,4628770,12026418
202002,145226,872003,3,2,"NE","PARKER",46.5205,-120.4403,4631230,12026418
202002,145226,872003,4,2,"N","PARKER",46.529,-120.47,4631740,12028200
202002,145235,872071,1,.6,"E","HILLSBORO",32.9197,-107.5697,3255182,10734182
202002,145243,874800,1,3.53,"SE","GOODWIN ISLAND STATION (GDIV2)",37.18,-76.36,3710800,7621600
202002,145243,874805,1,2.84,"ESE","HAMPTON FLATS",36.98,-76.3,3658800,7618000
202002,145243,874808,1,0,"N","RAPPAHANNOCK LIGHT STATION (RPLV2)",37.54,-76.02,3732400,761200
202002,146278,879109,3,2.77,"E","SPRING HILL",35.7485,-86.8807,3544910,8652842
202002,146278,879109,4,1.28,"W","WATER VLY",35.772,-87.2027,3546320,8712162
202002,146278,879110,1,.99,"N","WATERLOO",36.3142,-85.473,3618852,8528380
202002,146278,879110,2,.9,"ENE","WATERLOO",36.3038,-85.4545,3618228,8527270
202002,146278,879110,3,1.97,"SSW","RICKMAN",36.2429,-85.3807,3614574,8522842
202002,146278,879110,4,.97,"NE","RAYS",36.2282,-85.306,3613692,8518360
202002,146278,879110,5,2.11,"W","RHYAN SPGS",36.4706,-85.2679,3628236,8516074
202002,146278,879110,6,3.13,"WSW","TIMOTHY",36.4708,-85.4553,3628248,8527318
202002,146278,879113,1,.42,"NE","THOMPSONS STATION",35.8035,-86.9138,3548210,8654828
202002,146278,879113,2,2.8,"SSW","THOMPSONS STATION",35.7617,-86.9364,3545702,8656184
202002,146278,879113,3,1.43,"WSW","DUPLEX",35.7407,-86.8728,3544442,8652368
202002,146278,879113,4,1.73,"SW","COLLEGE GROVE",35.7596,-86.6979,3545576,8641874
202002,146278,879113,5,1.5,"S","COLLEGE GROVE",35.7584,-86.6781,3545504,8640686
202002,146278,879113,6,1.1,"NE","COLLEGE GROVE",35.791,-86.6657,3547460,8639942
202002,146278,879113,7,4.44,"N","MALLORYS",36.0133,-86.7868,36798,8647208
202002,146278,879113,8,3.39,"NNW","FOREST HOME",36.0268,-86.9484,361608,8656904
202002,146278,879114,1,1.08,"WSW","CAMP GROUND",36.1749,-85.0682,3610494,854092
202002,146278,879114,2,1,"WSW","JONESVILLE",36.1753,-84.947,3610518,8456820
202002,146278,879114,3,4.2,"NE","BANNER SPGS",36.2957,-84.8803,3617742,8452818
202002,146278,879114,4,3.05,"SSE","GERNT",36.4082,-84.7022,3624492,8442132
202002,146278,879114,5,4.43,"ENE","SHARP PLACE",36.5141,-84.7521,3630846,8445126
202002,146278,879114,6,.24,"SW","RED HILL",36.5472,-85.0326,3632832,851956
202002,146278,879115,1,1.39,"W","LUNNS STORE",35.6823,-86.8046,3540938,8648276
202002,146278,879115,2,3.81,"SW","CORNERSVILLE",35.3283,-86.8943,3519698,8653658
202002,146278,879115,3,1.61,"W","PETERSBURG",35.318,-86.6785,3519080,8640710
202002,146278,879115,4,.37,"WNW","BEASLEY",35.6811,-86.6565,3540866,8639390
202002,146278,879117,1,.55,"SSW","SOUTH CARTHAGE",36.2423,-85.9525,3614538,8557150
202002,146278,879117,2,.56,"S","SOUTH CARTHAGE",36.2419,-85.9514,3614514,8557084
202002,146278,879117,3,.91,"SSW","SOUTH CARTHAGE",36.2371,-85.9533,3614226,8557198
202002,146278,879117,4,.91,"SSW","SOUTH CARTHAGE",36.2374,-85.9551,3614244,8557306
202002,146278,879119,1,2.26,"SSE","ALEXANDER SPGS",35.3526,-87.2582,3521156,8715492
202002,146278,879119,2,2.35,"SE","ALEXANDER SPGS",35.3527,-87.2552,3521162,8715312
202002,146278,879119,3,1.92,"ESE","ALEXANDER SPGS",35.3707,-87.2478,3522242,8714868
202002,146278,879119,4,1.74,"ESE","ALEXANDER SPGS",35.3718,-87.2508,3522308,8715048
202002,146278,879119,5,1.73,"SE","ALEXANDER SPGS",35.3634,-87.257,3521804,8715420
202002,146278,879120,1,.57,"NNW","CONCORD",35.758,-86.5729,3545480,8634374
202002,146278,879120,2,.63,"N","CONCORD",35.7591,-86.5701,3545546,8634206
202002,146278,879120,3,.56,"SW","ROCKVALE",35.7445,-86.5573,3544670,8633438
202002,146278,879120,4,.7,"SW","ROCKVALE",35.7426,-86.5585,3544556,8633510
202003,146600,881039,1,0,"N","GAUSE",30.77,-96.7,3046200,9642000
202003,146600,881040,1,1.82,"SE","GAUSE",30.75,-96.68,3045000,9640800
202003,146600,881041,1,3.15,"NW","BENCHLEY",30.78,-96.49,3046800,9629400
202003,146600,881174,1,0,"N","MUMFORD",30.73,-96.55,3043800,9633000
202003,146600,881216,1,3.5,"SE","PALESTINE",31.7119,-95.5908,3142714,9535448
202003,146600,881216,2,3.11,"WSW","DEANWRIGHT",31.7157,-95.5802,3142942,9534812
202003,146600,881218,1,2.11,"NNE","PALESTINE ARPT",31.7955,-95.7102,3147730,9542612
202003,146601,881042,1,1.9,"SSE","COLD RAN",33.2757,-95.5846,3316542,9535076
202003,146602,881043,1,1.33,"ESE","STEWARTON",33.1659,-98.0475,339954,982850
202003,146602,881043,2,2.06,"SSW","WIZARD WELLS",33.174,-98.0175,3310440,981050
202003,146602,881044,1,.58,"NNW","CRYSTAL FALLS",32.9074,-98.9049,3254444,9854294
202003,146602,881044,2,1.93,"N","CRYSTAL FALLS",32.9274,-98.8939,3255644,9853634
202003,146602,881051,1,2.68,"NW","LAKE BRIDGEPORT",33.2501,-97.8992,3315006,9753952
202003,146602,881051,2,2.05,"SSW","CHICO",33.2732,-97.8354,3316392,9750124
202003,146602,881055,1,.22,"N","SOUTH BEND",33.0032,-98.6704,33192,9840224
202003,146602,881055,2,1.76,"N","BUNGER",33.0455,-98.599,332730,9835940
202003,146602,881056,1,3.33,"ENE","BUNGER",33.0367,-98.546,332202,9832760
202003,146602,881056,2,2.84,"S","GRAHAM MUNI ARPT",33.0591,-98.5458,333546,9832748
202003,146602,881057,1,4.7,"NE","ALVORD",33.4159,-97.6198,3324954,9737188
202003,146602,881057,2,5.43,"NE","ALVORD",33.423,-97.6104,3325380,9736624
202003,146602,881058,1,.82,"SE","SENATE",33.1628,-98.2887,339768,9817322
202003,146602,881058,2,1.35,"ESE","SENATE",33.1649,-98.2774,339894,9816644
202003,146602,881061,1,2.53,"WNW","BRIDGEPORT",33.233,-97.811,3313980,9748660
202003,146602,881062,1,2.29,"SSW","ALVORD",33.3415,-97.7002,3320490,9742012
202003,146602,881062,2,1.34,"S","ALVORD",33.3507,-97.6828,3321042,9740968
202003,146602,881064,1,4.11,"E","CHICO",33.3056,-97.7491,3318336,9744946
202003,146602,881065,1,.9,"SW","AUBREY",33.29,-96.99,3317400,9659400
202003,146602,881066,1,3.21,"WNW","KELLER",32.9511,-97.2993,3257066,9717958
202003,146602,881175,1,3.79,"S","FOOT",33.1652,-96.7491,339912,9644946
202003,146602,881180,1,1.02,"WSW","MINERAL WELLS",32.792,-98.1147,3247520,986882
202003,146602,881180,2,.72,"SW","MINERAL WELLS",32.7929,-98.109,3247574,986540
202003,146602,881180,3,.93,"SSW","MINERAL WELLS",32.7879,-98.1068,3247274,986408
202003,146602,881180,4,1.09,"SW","MINERAL WELLS",32.7878,-98.1119,3247268,986714
202003,146602,881189,1,.5,"S","GRANBURY",32.4428,-97.8008,3226568,9748048
202003,146602,881189,2,1.09,"S","GRANBURY",32.4344,-97.7971,3226064,9747826
202003,146602,881189,3,1.06,"SE","GRANBURY",32.4383,-97.7881,3226298,9747286
202003,146602,881189,4,.63,"ESE","GRANBURY",32.4454,-97.7907,3226724,9747442
202003,146602,881198,1,4.93,"E","LITTLE ELM",33.1589,-96.8854,339534,9653124
202003,146602,881198,2,4.52,"SE","NAVO",33.166,-96.8857,339960,9653142
202003,146602,881198,3,4.3,"SSE","NAVO",33.1659,-96.8932,339954,9653592
202003,146602,881198,4,4.3,"E","LITTLE ELM",33.1602,-96.8967,339612,9653802
202003,146602,881201,1,1.28,"ESE","(F39)SHERMAN-DENISON",33.7127,-96.6495,3342762,9638970
202003,146602,881203,1,2.26,"SSW","TIOGA",33.438,-96.9279,3326280,9655674
202003,146602,881205,1,2.6,"S","FAYBURG",33.2128,-96.3862,3312768,9623172
202003,146602,881205,2,2.73,"SSE","FAYBURG",33.2135,-96.3619,3312810,9621714
202003,146602,881205,3,1.11,"ENE","FARMERSVILLE",33.1764,-96.3524,3310584,9621144
202003,146602,881205,4,.78,"W","FARMERSVILLE",33.1703,-96.3836,3310218,9623016
202003,146602,881217,1,4.65,"S","SEAGOVILLE ARPT",32.5528,-96.5325,3233168,9631950
202003,146602,881217,2,4.11,"WSW","CEDAR HILL",32.5606,-97.0167,3233636,971002
202003,146602,881217,3,2.42,"N","COPPELL",32.9847,-97.0251,3259082,971506
202003,146602,881217,4,2.4,"E","SACHSE",32.9777,-96.5287,3258662,9631722
202003,146602,881219,1,2.41,"W","FORESTBURG",33.5358,-97.6113,3332148,9736678
202003,146602,881219,2,1.87,"WSW","FORESTBURG",33.5224,-97.6012,3331344,9736072
202003,146602,881219,3,.49,"NW","FORESTBURG",33.5343,-97.5768,3332058,9734608
202003,146602,881219,4,2.01,"NW","FORESTBURG",33.5495,-97.596,3332970,9735760
202003,146602,881220,1,.33,"NNE","HARDY",33.5842,-97.5272,3335052,9731632
202003,146602,881220,2,.32,"ESE","HARDY",33.5785,-97.5247,3334710,9731482
202003,146602,881220,3,.71,"E","HARDY",33.5797,-97.5177,3334782,9731062
202003,146602,881220,4,.71,"NE","HARDY",33.5867,-97.5206,3335202,9731236
202003,146602,881816,1,1.16,"E","GRAHAM",33.1,-98.58,336000,9834800
202003,146602,881817,1,2.37,"NNW","BARTONS CHAPEL",33.1,-98.25,336000,9815000
202003,146602,881818,1,2.75,"SSW","HEBRON",32.9951,-96.9029,3259706,9654174
202003,146602,881819,1,1.74,"SSE","FORD",33.1261,-97.4609,337566,9727654
202003,146602,883178,1,1.93,"N","HENSLEY",33.1779,-98.1183,3310674,987098
202003,146602,883195,1,5.7,"E","BUNGER",33.0165,-98.5017,33990,9830102
202003,146602,883196,1,2.67,"NNE","MYRA",33.664,-97.2981,3339840,9717886
202003,146603,881150,1,0,"N","ARLINGTON",32.73,-97.12,3243800,977200
